guide,temp,position,flips,states,flip_rate
hidden,1.0,40,55,18444,0.0029819995662546087
hidden,1.0,41,52,17425,0.0029842180774748922
hidden,1.0,42,41,16317,0.002512716798431084
hidden,1.0,43,31,15251,0.002032653596485476
hidden,1.0,44,33,14141,0.0023336397708790045
hidden,1.0,45,29,13064,0.0022198407838334355
hidden,1.0,46,37,12014,0.003079740302979857
hidden,1.0,47,31,11011,0.002815366451730088
hidden,1.0,48,28,10030,0.0027916251246261218
hidden,1.0,49,35,9097,0.003847422227107838
hidden,1.0,50,23,8232,0.002793974732750243
hidden,1.0,51,21,7413,0.0028328611898017
hidden,1.0,52,24,6682,0.0035917390002993114
hidden,1.0,53,20,5964,0.00335345405767941
hidden,1.0,54,19,5267,0.003607366622365673
hidden,1.0,55,19,4680,0.00405982905982906
hidden,1.0,56,10,4118,0.0024283632831471587
hidden,1.0,57,9,3587,0.002509060496236409
hidden,1.0,58,12,3116,0.0038510911424903724
hidden,1.0,59,11,2719,0.004045605001838912
hidden,1.0,60,10,2339,0.004275331338178709
hidden,1.0,61,7,2003,0.003494757863205192
hidden,1.0,62,10,1696,0.00589622641509434
hidden,1.0,63,2,1445,0.001384083044982699
hidden,1.0,64,8,1206,0.006633499170812604
hidden,1.0,65,6,1015,0.005911330049261084
hidden,1.0,66,2,849,0.002355712603062426
hidden,1.0,67,9,725,0.012413793103448275
hidden,1.0,68,6,595,0.010084033613445379
hidden,1.0,69,3,512,0.005859375
hidden,1.0,70,4,437,0.009153318077803204
hidden,1.0,71,4,376,0.010638297872340425
hidden,1.0,72,3,311,0.00964630225080386
hidden,1.0,73,3,263,0.011406844106463879
hidden,1.0,74,1,224,0.004464285714285714
hidden,1.0,75,2,197,0.01015228426395939
hidden,1.0,76,2,175,0.011428571428571429
hidden,1.0,77,2,148,0.013513513513513514
hidden,1.0,78,1,132,0.007575757575757576
hidden,1.0,79,2,119,0.01680672268907563
hidden,1.0,80,2,105,0.01904761904761905
hidden,1.0,81,0,94,0.0
hidden,1.0,82,0,88,0.0
hidden,1.0,83,2,83,0.024096385542168676
hidden,1.0,84,1,76,0.013157894736842105
hidden,1.0,85,0,70,0.0
hidden,1.0,86,1,63,0.015873015873015872
hidden,1.0,87,0,56,0.0
hidden,1.0,88,0,51,0.0
hidden,1.0,89,0,47,0.0
hidden,1.0,90,0,44,0.0
hidden,1.0,91,0,40,0.0
hidden,1.0,92,0,37,0.0
hidden,1.0,93,0,32,0.0
hidden,1.0,94,2,31,0.06451612903225806
hidden,1.0,95,0,31,0.0
hidden,1.0,96,1,28,0.03571428571428571
hidden,1.0,97,0,24,0.0
hidden,1.0,98,0,23,0.0
hidden,1.0,99,1,22,0.045454545454545456
hidden,1.0,100,1,21,0.047619047619047616
hidden,1.0,101,1,19,0.05263157894736842
hidden,1.0,102,0,18,0.0
hidden,1.0,103,0,16,0.0
hidden,1.0,104,0,15,0.0
hidden,1.0,105,0,14,0.0
hidden,1.0,106,0,14,0.0
hidden,1.0,107,1,14,0.07142857142857142
hidden,1.0,108,2,13,0.15384615384615385
hidden,1.0,109,0,12,0.0
hidden,1.0,110,0,11,0.0
hidden,1.0,111,0,9,0.0
hidden,1.0,112,0,9,0.0
hidden,1.0,113,0,9,0.0
hidden,1.0,114,0,9,0.0
hidden,1.0,115,0,9,0.0
hidden,1.0,116,0,9,0.0
hidden,1.0,117,0,9,0.0
hidden,1.0,118,0,9,0.0
hidden,1.0,119,0,9,0.0
hidden,1.0,120,1,7,0.14285714285714285
hidden,1.0,121,0,7,0.0
hidden,1.0,122,2,7,0.2857142857142857
hidden,1.0,123,1,6,0.16666666666666666
hidden,1.0,124,0,5,0.0
hidden,1.0,125,0,4,0.0
hidden,1.0,126,0,4,0.0
hidden,1.0,127,0,4,0.0
hidden,1.0,128,0,3,0.0
hidden,1.0,129,0,3,0.0
hidden,1.0,130,0,3,0.0
hidden,1.0,131,1,3,0.3333333333333333
hidden,1.0,132,1,3,0.3333333333333333
hidden,1.0,133,1,3,0.3333333333333333
hidden,1.0,134,1,3,0.3333333333333333
hidden,1.0,135,1,2,0.5
hidden,1.0,136,0,2,0.0
hidden,1.0,137,0,2,0.0
hidden,1.0,138,1,2,0.5
hidden,1.0,139,0,2,0.0
hidden,1.0,140,1,2,0.5
hidden,1.0,141,0,2,0.0
hidden,1.0,142,1,2,0.5
hidden,1.0,143,0,2,0.0
hidden,1.0,144,1,2,0.5
hidden,1.0,145,1,2,0.5
hidden,1.0,146,0,2,0.0
hidden,1.0,147,0,2,0.0
hidden,1.0,148,0,2,0.0
hidden,1.0,149,1,2,0.5
hidden,1.0,150,0,2,0.0
hidden,1.0,151,0,2,0.0
hidden,1.0,152,0,2,0.0
hidden,1.0,153,0,2,0.0
hidden,1.0,154,0,2,0.0
hidden,1.0,155,0,2,0.0
hidden,1.0,156,0,2,0.0
hidden,1.0,157,0,2,0.0
hidden,1.0,158,0,2,0.0
hidden,1.0,159,0,2,0.0
hidden,1.0,160,1,2,0.5
hidden,1.0,161,1,2,0.5
hidden,1.0,162,0,2,0.0
hidden,1.0,163,0,2,0.0
hidden,1.0,164,0,2,0.0
hidden,1.0,165,0,2,0.0
hidden,1.0,166,0,2,0.0
hidden,1.0,167,0,2,0.0
hidden,1.0,168,1,2,0.5
hidden,1.0,169,0,2,0.0
hidden,1.0,170,0,2,0.0
hidden,1.0,171,0,2,0.0
hidden,1.0,172,0,2,0.0
hidden,1.0,173,0,2,0.0
hidden,1.0,174,0,1,0.0
hidden,1.0,175,0,1,0.0
hidden,1.0,176,0,1,0.0
hidden,1.0,177,0,1,0.0
hidden,1.0,178,1,1,1.0
hidden,1.0,179,0,1,0.0
hidden,1.0,180,0,1,0.0
hidden,1.0,181,0,1,0.0
hidden,1.0,182,0,1,0.0
hidden,1.0,183,0,1,0.0
hidden,1.0,184,0,1,0.0
hidden,1.0,185,0,1,0.0
hidden,1.0,186,0,1,0.0
hidden,1.0,187,0,1,0.0
hidden,1.0,188,0,1,0.0
hidden,1.0,189,0,0,
hidden,1.0,190,0,0,
hidden,1.0,191,0,0,
tempgain,1.0,0,523,16000,0.0326875
tempgain,1.0,1,413,16000,0.0258125
tempgain,1.0,2,408,16000,0.0255
tempgain,1.0,3,109,16000,0.0068125
tempgain,1.0,4,68,16000,0.00425
tempgain,1.0,5,80,16000,0.005
tempgain,1.0,6,55,16000,0.0034375
tempgain,1.0,7,60,16000,0.00375
tempgain,1.0,8,54,15999,0.003375210950684418
tempgain,1.0,9,56,15999,0.0035002187636727295
tempgain,1.0,10,35,15999,0.002187636727295456
tempgain,1.0,11,47,15999,0.0029376836052253264
tempgain,1.0,12,48,15997,0.003000562605488529
tempgain,1.0,13,45,15996,0.002813203300825206
tempgain,1.0,14,29,15996,0.0018129532383095773
tempgain,1.0,15,41,15994,0.002563461297986745
tempgain,1.0,16,31,15991,0.0019385904571321368
tempgain,1.0,17,52,15986,0.0032528462404604027
tempgain,1.0,18,31,15979,0.0019400463107829026
tempgain,1.0,19,30,15960,0.0018796992481203006
tempgain,1.0,20,28,15943,0.0017562566643668067
tempgain,1.0,21,21,15916,0.001319426991706459
tempgain,1.0,22,28,15885,0.001762669184765502
tempgain,1.0,23,25,15846,0.0015776852202448568
tempgain,1.0,24,19,15794,0.0012029884766366974
tempgain,1.0,25,22,15701,0.0014011846379211514
tempgain,1.0,26,16,15604,0.0010253781081773904
tempgain,1.0,27,22,15506,0.0014188056236295627
tempgain,1.0,28,15,15363,0.0009763718023823472
tempgain,1.0,29,23,15175,0.0015156507413509061
tempgain,1.0,30,24,14954,0.001604921760064197
tempgain,1.0,31,20,14678,0.001362583458236817
tempgain,1.0,32,22,14408,0.001526929483620211
tempgain,1.0,33,11,14072,0.0007816941444002274
tempgain,1.0,34,12,13647,0.0008793141349747197
tempgain,1.0,35,20,13238,0.0015108022359873092
tempgain,1.0,36,14,12801,0.0010936645574564487
tempgain,1.0,37,13,12270,0.0010594947025264873
tempgain,1.0,38,8,11743,0.0006812569190155838
tempgain,1.0,39,16,11147,0.0014353637750067283
tempgain,1.0,40,14,10564,0.0013252555850056798
tempgain,1.0,41,15,9988,0.0015018021625951142
tempgain,1.0,42,6,9306,0.0006447453255963894
tempgain,1.0,43,7,8662,0.0008081274532440544
tempgain,1.0,44,7,8020,0.0008728179551122195
tempgain,1.0,45,10,7399,0.0013515339910798758
tempgain,1.0,46,6,6783,0.0008845643520566122
tempgain,1.0,47,15,6197,0.002420526060997257
tempgain,1.0,48,8,5619,0.0014237408791599928
tempgain,1.0,49,6,5100,0.001176470588235294
tempgain,1.0,50,5,4565,0.001095290251916758
tempgain,1.0,51,4,4110,0.0009732360097323601
tempgain,1.0,52,4,3696,0.0010822510822510823
tempgain,1.0,53,5,3299,0.001515610791148833
tempgain,1.0,54,6,2939,0.002041510717931269
tempgain,1.0,55,4,2611,0.0015319800842589046
tempgain,1.0,56,5,2280,0.0021929824561403508
tempgain,1.0,57,0,1995,0.0
tempgain,1.0,58,1,1715,0.0005830903790087463
tempgain,1.0,59,0,1476,0.0
tempgain,1.0,60,3,1296,0.0023148148148148147
tempgain,1.0,61,3,1096,0.002737226277372263
tempgain,1.0,62,1,922,0.0010845986984815619
tempgain,1.0,63,0,780,0.0
tempgain,1.0,64,0,662,0.0
tempgain,1.0,65,1,545,0.001834862385321101
tempgain,1.0,66,0,459,0.0
tempgain,1.0,67,2,386,0.0051813471502590676
tempgain,1.0,68,1,318,0.0031446540880503146
tempgain,1.0,69,0,269,0.0
tempgain,1.0,70,0,231,0.0
tempgain,1.0,71,0,191,0.0
tempgain,1.0,72,1,159,0.006289308176100629
tempgain,1.0,73,1,138,0.007246376811594203
tempgain,1.0,74,0,126,0.0
tempgain,1.0,75,0,104,0.0
tempgain,1.0,76,1,93,0.010752688172043012
tempgain,1.0,77,0,86,0.0
tempgain,1.0,78,0,76,0.0
tempgain,1.0,79,0,69,0.0
tempgain,1.0,80,2,58,0.034482758620689655
tempgain,1.0,81,0,52,0.0
tempgain,1.0,82,0,46,0.0
tempgain,1.0,83,0,41,0.0
tempgain,1.0,84,1,33,0.030303030303030304
tempgain,1.0,85,0,32,0.0
tempgain,1.0,86,0,29,0.0
tempgain,1.0,87,1,29,0.034482758620689655
tempgain,1.0,88,0,27,0.0
tempgain,1.0,89,0,24,0.0
tempgain,1.0,90,0,21,0.0
tempgain,1.0,91,0,19,0.0
tempgain,1.0,92,0,18,0.0
tempgain,1.0,93,0,18,0.0
tempgain,1.0,94,0,18,0.0
tempgain,1.0,95,1,18,0.05555555555555555
tempgain,1.0,96,0,16,0.0
tempgain,1.0,97,0,14,0.0
tempgain,1.0,98,0,13,0.0
tempgain,1.0,99,0,13,0.0
tempgain,1.0,100,0,13,0.0
tempgain,1.0,101,0,12,0.0
tempgain,1.0,102,0,11,0.0
tempgain,1.0,103,0,10,0.0
tempgain,1.0,104,0,10,0.0
tempgain,1.0,105,0,10,0.0
tempgain,1.0,106,0,9,0.0
tempgain,1.0,107,1,9,0.1111111111111111
tempgain,1.0,108,0,9,0.0
tempgain,1.0,109,0,9,0.0
tempgain,1.0,110,0,7,0.0
tempgain,1.0,111,0,7,0.0
tempgain,1.0,112,0,6,0.0
tempgain,1.0,113,0,5,0.0
tempgain,1.0,114,0,4,0.0
tempgain,1.0,115,0,4,0.0
tempgain,1.0,116,0,4,0.0
tempgain,1.0,117,0,4,0.0
tempgain,1.0,118,0,4,0.0
tempgain,1.0,119,0,4,0.0
tempgain,1.0,120,0,3,0.0
tempgain,1.0,121,0,3,0.0
tempgain,1.0,122,0,3,0.0
tempgain,1.0,123,0,3,0.0
tempgain,1.0,124,0,2,0.0
tempgain,1.0,125,0,2,0.0
tempgain,1.0,126,0,2,0.0
tempgain,1.0,127,0,2,0.0
tempgain,1.0,128,0,1,0.0
tempgain,1.0,129,0,1,0.0
tempgain,1.0,130,0,1,0.0
tempgain,1.0,131,0,1,0.0
tempgain,1.0,132,0,1,0.0
tempgain,1.0,133,0,1,0.0
tempgain,1.0,134,0,1,0.0
tempgain,1.0,135,0,1,0.0
tempgain,1.0,136,0,1,0.0
tempgain,1.0,137,0,1,0.0
tempgain,1.0,138,0,1,0.0
tempgain,1.0,139,0,1,0.0
tempgain,1.0,140,0,1,0.0
tempgain,1.0,141,0,1,0.0
tempgain,1.0,142,0,0,
tempgain,1.0,143,0,0,
tempgain,1.0,144,0,0,
tempgain,1.0,145,0,0,
tempgain,1.0,146,0,0,
tempgain,1.0,147,0,0,
tempgain,1.0,148,0,0,
tempgain,1.0,149,0,0,
tempgain,1.0,150,0,0,
tempgain,1.0,151,0,0,
tempgain,1.0,152,0,0,
tempgain,1.0,153,0,0,
tempgain,1.0,154,0,0,
tempgain,1.0,155,0,0,
tempgain,1.0,156,0,0,
tempgain,1.0,157,0,0,
tempgain,1.0,158,0,0,
tempgain,1.0,159,0,0,
tempgain,1.0,160,0,0,
tempgain,1.0,161,0,0,
tempgain,1.0,162,0,0,
tempgain,1.0,163,0,0,
tempgain,1.0,164,0,0,
tempgain,1.0,165,0,0,
tempgain,1.0,166,0,0,
tempgain,1.0,167,0,0,
tempgain,1.0,168,0,0,
tempgain,1.0,169,0,0,
tempgain,1.0,170,0,0,
tempgain,1.0,171,0,0,
tempgain,1.0,172,0,0,
tempgain,1.0,173,0,0,
tempgain,1.0,174,0,0,
tempgain,1.0,175,0,0,
tempgain,1.0,176,0,0,
tempgain,1.0,177,0,0,
tempgain,1.0,178,0,0,
tempgain,1.0,179,0,0,
tempgain,1.0,180,0,0,
tempgain,1.0,181,0,0,
tempgain,1.0,182,0,0,
tempgain,1.0,183,0,0,
tempgain,1.0,184,0,0,
tempgain,1.0,185,0,0,
tempgain,1.0,186,0,0,
tempgain,1.0,187,0,0,
tempgain,1.0,188,0,0,
tempgain,1.0,189,0,0,
tempgain,1.0,190,0,0,
tempgain,1.0,191,0,0,
