name,family,reward,guide,guide_type,objective,replay,beta,temp,guide_source,n_traj,delivered_frac,argmax_flip_rate,sample_flip_rate,mean_total_variation,mean_KL,mean_prior_top1_gap,flip_rate_high_gap,flip_rate_low_gap,frac_states_high_gap,n_states,n_positions_reported,deepest_position_reached,ckpt
sweep-fexo-tempgain-db-replay_on-b1,sweep,fexo,tempgain,TempGainGuide,db,on,1,0.3,ema,400,1.0,0.008657772937653144,0.0045194663762591885,0.0034949248010490877,0.0013524394729492253,16.202812033065683,0.0,0.01589733767477495,0.7157092295126599,18365,,,logs/quetzal-gfn/sweep-fexo-tempgain-db-replay_on-b1/checkpoints/last.ckpt
sweep-fexo-tempgain-db-replay_off-b1,sweep,fexo,tempgain,TempGainGuide,db,off,1,1.0,ema,400,1.0,0.003497862417411582,0.004830381433568375,0.003212201440627369,0.003035911126191899,16.36237802686051,0.0001552312946289972,0.016578896040569533,0.715340625173505,18011,,,logs/quetzal-gfn/sweep-fexo-tempgain-db-replay_off-b1/checkpoints/last.ckpt
sweep-fexo-tempgain-db-replay_on-b1,sweep,fexo,tempgain,TempGainGuide,db,on,1,1.0,ema,400,1.0,0.006986362620165437,0.0029622177509501454,0.002432662132617112,0.001817481456293048,16.400751986760515,7.821666014861165e-05,0.010182102995887997,0.7145651687905209,17892,,,logs/quetzal-gfn/sweep-fexo-tempgain-db-replay_on-b1/checkpoints/last.ckpt
sweep-fexo-tempgain-db-replay_off-b10,sweep,fexo,tempgain,TempGainGuide,db,off,10,0.3,ema,400,1.0,0.0069531207561518826,0.008854364712912163,0.008294718169950687,0.006303655019442113,16.348044534698044,0.0,0.031662781662781664,0.7203541745885165,18409,,,logs/quetzal-gfn/sweep-fexo-tempgain-db-replay_off-b10/checkpoints/last.ckpt
sweep-fexo-tempgain-db-replay_on-b10,sweep,fexo,tempgain,TempGainGuide,db,on,10,0.3,ema,400,1.0,0.01396571553754313,0.0054219836792814505,0.005431924205336971,0.0036597974421352037,16.407568685000015,0.0,0.019027484143763214,0.7150446355222082,18259,,,logs/quetzal-gfn/sweep-fexo-tempgain-db-replay_on-b10/checkpoints/last.ckpt
sweep-fexo-tempgain-db-replay_off-b10,sweep,fexo,tempgain,TempGainGuide,db,off,10,1.0,ema,400,1.0,0.007368949924635739,0.007201473789984927,0.005973420227749789,0.003279966603718281,16.313876499424545,7.782706825433887e-05,0.02527646129541864,0.7173002847094289,17913,,,logs/quetzal-gfn/sweep-fexo-tempgain-db-replay_off-b10/checkpoints/last.ckpt
sweep-fexo-tempgain-db-replay_on-b10,sweep,fexo,tempgain,TempGainGuide,db,on,10,1.0,ema,400,1.0,0.01283711502730702,0.005010979111536512,0.00396192733953646,0.0014333691921778482,16.20925178869331,0.0,0.01752313447529041,0.7140363718259107,17761,,,logs/quetzal-gfn/sweep-fexo-tempgain-db-replay_on-b10/checkpoints/last.ckpt
sweep-nitrogen-base-db-replay_off-b1,sweep,nitrogen,base,TempGainGuide,db,off,1,0.3,ema,400,1.0,0.0168103682012906,0.005802288379155143,0.0057651144774342475,0.014480641845282924,16.251256204932666,0.00022858884486437063,0.019559902200488997,0.7116750718507673,18441,,,logs/quetzal-gfn/sweep-nitrogen-base-db-replay_off-b1/checkpoints/last.ckpt
sweep-nitrogen-base-db-replay_on-b1,sweep,nitrogen,base,TempGainGuide,db,on,1,0.3,ema,400,1.0,0.025763410533167,0.010251125454249607,0.00910384023093418,0.0099842824060827,16.373862301145294,0.00015100037750094376,0.036016949152542374,0.7183923631827304,18437,,,logs/quetzal-gfn/sweep-nitrogen-base-db-replay_on-b1/checkpoints/last.ckpt
sweep-nitrogen-base-db-replay_off-b1,sweep,nitrogen,base,TempGainGuide,db,off,1,1.0,ema,400,1.0,0.014439442187328429,0.0065334358186010764,0.005696716221659574,0.008699837622762947,16.4144869312518,0.00038305370412931893,0.02208874249176516,0.7166465356319315,18214,,,logs/quetzal-gfn/sweep-nitrogen-base-db-replay_off-b1/checkpoints/last.ckpt
