name,seed,family,reward,guide,objective,replay,beta,base_atom_stability,base_log_reward_mean,base_log_reward_top1,base_log_reward_top10,base_log_reward_top100,base_mol_stability,base_n_valid_smiles,base_parse_rate,base_reused_from,base_reward_mean,base_reward_top1,base_reward_top10,base_reward_top100,base_uniqueness,fcd_base_vs_ref,fcd_guided_vs_base,fcd_guided_vs_ref,guided_atom_stability,guided_log_reward_mean,guided_log_reward_top1,guided_log_reward_top10,guided_log_reward_top100,guided_mol_stability,guided_n_valid_smiles,guided_parse_rate,guided_reward_mean,guided_reward_top1,guided_reward_top10,guided_reward_top100,guided_uniqueness,mean_delta,n_components,reward_mean_delta,reward_top100_delta,reward_top10_delta,reward_top1_delta,top100_delta,top10_delta,top1_delta,wass_MW_base_vs_ref,wass_MW_guided_vs_ref,wass_TPSA_base_vs_ref,wass_TPSA_guided_vs_ref,wass_logP_base_vs_ref,wass_logP_guided_vs_ref,wass_n_heavy_base_vs_ref,wass_n_heavy_guided_vs_ref,wass_n_rings_base_vs_ref,wass_n_rings_guided_vs_ref
sweep-fexo-base-db-replay_off-b1,100,sweep,fexo,base,db,off,1,0.8542000512027915,-2.5232083316243608,-0.31582212448120117,-0.3639016360044479,-0.42086434602737427,0.028,4674,0.9348,,0.26009961729356346,0.7291891435298526,0.6950774727424037,0.6567223822685336,0.996790757381258,4.382128804314775,0.6614755538260368,4.481311676190728,0.8510854446454088,-2.4501657559912533,-0.2348952740430832,-0.3412983164191246,-0.42016436472535135,0.0222,4697,0.9394,0.2637532942346689,0.790653647252928,0.7115142960783745,0.6573749594449955,0.9963806685118161,0.07304257563310745,,0.003653676941105466,0.0006525771764618327,0.01643682333597074,0.061464503723075326,0.0006999813020229229,0.0226033195853233,0.08092685043811798,16.38035116534019,14.871056991654259,4.029025613179293,3.45343445731318,0.34993410944715453,0.372329177230147,1.3585287976037654,1.2381174792420693,0.21599101412066768,0.19439220779220806
sweep-fexo-base-db-replay_off-b1,42,sweep,fexo,base,db,off,1,0.8536311472691176,-2.5209322268913006,-0.25334417819976807,-0.33850435018539426,-0.41849344670772554,0.0302,4639,0.9278,,0.26445321760966345,0.7762006844903803,0.7131930962896728,0.6584628324877829,0.9978443630092693,4.260742452127246,0.6968549480800164,4.6359843009665695,0.8523625971954543,-2.552788848251239,-0.27062588930130005,-0.3457358479499817,-0.4240686932206154,0.0224,4641,0.9282,0.259507864772936,0.7629018527694819,0.7081613547048307,0.6547678925621757,0.9982762335703512,-0.0318566213599385,,-0.0049453528367274235,-0.00369493992560721,-0.005031741584842098,-0.013298831720898407,-0.005575246512889875,-0.0072314977645874245,-0.017281711101531982,17.4444072398793,15.710819787588886,4.045851554645399,4.390113154492568,0.3642388583112741,0.3608654108532645,1.3819702090967882,1.2920074552898073,0.22415119637853004,0.2342389571213101
sweep-fexo-base-db-replay_off-b10,0,sweep,fexo,base,db,off,10,0.8537783453626245,-2.5687598011806774,-0.34093451499938965,-0.35229417979717254,-0.43221689134836194,0.0258,4668,0.9336,,0.2543911688369332,0.7111054734240927,0.7031106100782392,0.6494779122015744,0.9989288774635818,4.4179729481765975,0.7277035558800122,4.8671621823919935,0.8521309957375311,-2.514402627260791,-0.29970118403434753,-0.34203769266605377,-0.4127334639430046,0.026,4661,0.9322,0.26480146287799533,0.7410396220711913,0.7104474807503771,0.6621899165632235,0.9969963527140099,0.05435717391988648,,0.01041029404106214,0.012712004361649099,0.007336870672137952,0.029934148647098646,0.019483427405357356,0.010256487131118763,0.041233330965042114,19.724364726820923,17.792693616605884,4.444252361610969,3.867075515554601,0.36170082861182534,0.39125349380347585,1.5569814910025708,1.3525338339412138,0.235805141388175,0.19061210040763785
sweep-fexo-base-db-replay_off-b10,100,sweep,fexo,base,db,off,10,0.8517142087121803,-2.559797052789323,-0.32584744691848755,-0.3502484619617462,-0.4299454054236412,0.0258,4618,0.9236,,0.2589740678564287,0.7219153094368223,0.7046061212719191,0.6509634463568652,0.9984841922910351,4.464576121863516,0.7016016636761719,4.490420714208284,0.8511008330884932,-2.3762725563087623,-0.2348952740430832,-0.3395460233092308,-0.41966255590319634,0.0236,4699,0.9398,0.2699031538903242,0.790653647252928,0.7126344430451222,0.6577110240514059,0.9965950202170675,0.18352449648056046,,0.01092908603389553,0.006747577694540707,0.008028321773203118,0.06873833781610572,0.010282849520444837,0.010702438652515411,0.09095217287540436,15.811363484365536,14.469977690785283,4.186655432654831,3.128477367525009,0.3330483506756173,0.3901886486116197,1.287789086184495,1.1671019791444983,0.2270450411433522,0.18349372206852516
sweep-fexo-base-db-replay_off-b10,42,sweep,fexo,base,db,off,10,0.8531518012327973,-2.5055872110982933,-0.31495580077171326,-0.34005829095840456,-0.4222623798251152,0.0262,4598,0.9196,,0.2601106569391458,0.7298211310869697,0.7118023362204087,0.6560279015716436,0.998260113092649,4.26480223319308,0.7007524678321886,4.720542028838295,0.8506752937040679,-2.4634063019770984,-0.27062588930130005,-0.35240164399147034,-0.4257717773318291,0.0234,4644,0.9288,0.26611233334424067,0.7629018527694819,0.703396290036955,0.653614962931774,0.9974160206718347,0.042180909121194876,,0.006001676405094858,-0.0024129386398695774,-0.008406046183453642,0.03308072168251219,-0.0035093975067138627,-0.012343353033065774,0.04432991147041321,18.145854199826022,15.635475850645996,3.7369527037842545,3.7825689664082742,0.38096152546759476,0.3847452676847546,1.4537608525445842,1.2647660637381561,0.24267812092214017,0.2262334194659776
sweep-fexo-base-db-replay_on-b1,0,sweep,fexo,base,db,on,1,0.8554430728195198,-2.540417953621912,-0.30622076988220215,-0.3464542180299759,-0.4235260060429573,0.0288,4637,0.9274,,0.2577034886236641,0.7362240654130463,0.7072969161803766,0.6551349505559455,0.997196463230537,4.486162101878918,0.6880699180336194,5.066401154501079,0.8533650231610603,-2.6621384902611402,-0.29970118403434753,-0.33863837718963624,-0.4169913467764854,0.0274,4671,0.9342,0.2528668005694781,0.7410396220711913,0.7128567806959153,0.6594168497299332,0.9955041746949261,-0.12172053663922844,,-0.0048366880541860224,0.004281899173987691,0.005559864515538693,0.004815556658145037,0.006534659266471898,0.00781584084033965,0.006519585847854614,17.93339993594998,22.202661232241496,4.015185605779596,4.8077653217726395,0.3697306638900153,0.3894824745840294,1.429868147509165,1.748786598158852,0.22216325210265286,0.25660308285163813
sweep-fexo-base-db-replay_on-b1,100,sweep,fexo,base,db,on,1,0.8530083956318312,-2.5730336930108395,-0.23858191072940826,-0.32596119195222856,-0.4181713970005512,0.0232,4619,0.9238,,0.2574941632223484,0.7877441609156287,0.7223481817328672,0.6588290642660108,0.9982680233816843,4.583949386057014,0.687755692824453,4.692249856003059,0.8510816984681537,-2.5102723322122733,-0.2348952740430832,-0.3329415664076805,-0.4178020460903645,0.0228,4681,0.9362,0.26030957231110774,0.790653647252928,0.7175596821754885,0.6589970997141228,0.9950865199743645,0.0627613607985662,,0.002815409088759324,0.00016803544811194726,-0.0047884995573787,0.0029094863372992608,0.0003693509101867498,-0.006980374455451965,0.0036866366863250732,14.250263020870332,17.89819303204444,4.437867917298118,3.564032501174965,0.31221418061961476,0.3959117869100621,1.1914905823771373,1.5131075838496044,0.1875897380385365,0.23526481521042536
sweep-fexo-base-db-replay_on-b1,42,sweep,fexo,base,db,on,1,0.8536311472691176,-2.5209322268913006,-0.25334417819976807,-0.33850435018539426,-0.41849344670772554,0.0302,4639,0.9278,,0.26445321760966345,0.7762006844903803,0.7131930962896728,0.6584628324877829,0.9978443630092693,4.260742452127246,0.7255157484648294,4.951144165909497,0.8514190718256466,-2.61402725929151,-0.27062588930130005,-0.34452252089977264,-0.42473777949810027,0.0216,4661,0.9322,0.25528877683156603,0.7629018527694819,0.7089763780461998,0.6543704075296507,0.995923621540442,-0.09309503240020955,,-0.009164440778097416,-0.004092424958132224,-0.004216718243472917,-0.013298831720898407,-0.006244332790374729,-0.006018170714378379,-0.017281711101531982,17.4444072398793,18.225114384595585,4.045851554645399,4.888690572409361,0.3642388583112741,0.39106109921347365,1.3819702090967882,1.5414577558463844,0.22415119637853004,0.2634482299935639
sweep-fexo-base-db-replay_on-b10,0,sweep,fexo,base,db,on,10,0.8544708614082822,-2.6246332939625097,-0.29970118403434753,-0.33890398442745207,-0.4149780145287514,0.027,4641,,dumps/_base/fexo/seed0,,,,,0.9976298211592329,4.427940043898772,0.22629813579500535,4.836460062890524,0.8569093223771772,-2.6390764613243545,-0.29970118403434753,-0.3464942127466202,-0.42121470600366595,0.0316,4665,0.933,0.2558054606424025,0.7410396220711913,0.7073455983258812,0.6566012801976907,0.9978563772775991,-0.014443167361844811,,,,,,-0.0062366914749145685,-0.007590228319168113,0.0,17.336867902219353,23.869522356913198,4.483138573152338,4.484785421221867,0.3454792781913382,0.4249484357706325,1.35384421460892,1.780690889603429,0.202071924154277,0.2738896034297964
sweep-fexo-base-db-replay_on-b10,100,sweep,fexo,base,db,on,10,0.8524100641490594,-2.4769111352618136,-0.2348952740430832,-0.33950297981500627,-0.4203134839236736,0.0244,4673,,dumps/_base/fexo/seed100,,,,,0.99700406591055,4.144421280014981,0.20651411834887767,4.452537247012728,0.8550288184438041,-2.489799370964241,-0.33421608805656433,-0.36291789412498476,-0.42461729526519776,0.0272,4701,0.9402,0.26016972305843467,0.7158990682735322,0.6956933556979178,0.6542849519893729,0.9968091895341417,-0.012888235702427586,,,,,,-0.004303811341524133,-0.023414914309978496,-0.09932081401348114,14.531700820158363,19.88326595928527,3.5680180530708334,3.555534700276537,0.35281490813909705,0.41886728300489284,1.193341536486197,1.5647873643905545,0.1916588487053284,0.2420012337800468
sweep-fexo-base-db-replay_on-b10,42,sweep,fexo,base,db,on,10,0.8526116757267785,-2.563589575041682,-0.27062588930130005,-0.35302517712116244,-0.42888619303703307,0.0232,4620,,dumps/_base/fexo/seed42,,,,,0.9987012987012988,4.306199151562396,0.2342184565357428,4.845581786808637,0.8538967616217937,-2.644283389369621,-0.27062588930130005,-0.3561390072107315,-0.426874515414238,0.0264,4641,0.9282,0.25256947759135895,0.7629018527694819,0.7007553648514488,0.6528997794553766,0.9971988795518207,-0.08069381432793898,,,,,,0.0020116776227950828,-0.0031138300895690585,0.0,14.988010878787884,22.021331911786273,4.436697826839828,5.142223241973715,0.3399854235757577,0.39444925630898525,1.2410277056277048,1.7500233139409604,0.223909090909091,0.3057752639517346
sweep-fexo-hidden-db-replay_off-b1,0,sweep,fexo,hidden,db,off,1,0.8544708614082822,-2.6246332939625097,-0.29970118403434753,-0.33890398442745207,-0.4149780145287514,0.027,4641,,dumps/_base/fexo/seed0,,,,,0.9976298211592329,4.427940043898772,0.5105759759807711,6.1289769904607,0.848713458170551,-2.5794567450944412,-0.3261669874191284,-0.35062344670295714,-0.41974810242652894,0.023,4700,0.94,0.2590105071936263,0.7216846651094889,0.7043468219151302,0.6575269291118641,0.984468085106383,0.045176548868068434,,,,,,-0.004770087897777553,-0.011719462275505077,-0.026465803384780884,17.336867902219353,27.76508987659576,4.483138573152338,4.737590936170216,0.3454792781913382,0.5553773315319152,1.35384421460892,2.1841234042553186,0.202071924154277,0.308055319148936
sweep-fexo-hidden-db-replay_off-b1,100,sweep,fexo,hidden,db,off,1,0.8524100641490594,-2.4769111352618136,-0.2348952740430832,-0.33950297981500627,-0.4203134839236736,0.0244,4673,,dumps/_base/fexo/seed100,,,,,0.99700406591055,4.144421280014981,0.5080016075331315,5.776499932919151,0.8468295497503034,-2.4599748040276883,-0.2348952740430832,-0.3502229109406471,-0.4219332905113697,0.019,4722,0.9444,0.2638315654904672,0.790653647252928,0.7051567911413397,0.6561547687915329,0.9817873782295637,0.0169363312341253,,,,,,-0.00161980658769606,-0.010719931125640847,0.0,14.531700820158363,24.929674021770452,3.5680180530708334,4.178960834392207,0.35281490813909705,0.552619776590428,1.193341536486197,2.0823595933926295,0.1916588487053284,0.31334493858534507
sweep-fexo-hidden-db-replay_off-b1,42,sweep,fexo,hidden,db,off,1,0.8526116757267785,-2.563589575041682,-0.27062588930130005,-0.35302517712116244,-0.42888619303703307,0.0232,4620,,dumps/_base/fexo/seed42,,,,,0.9987012987012988,4.306199151562396,0.5117746106154613,6.0202378285555795,0.8479290935889446,-2.5459720094786094,-0.27062588930130005,-0.3278770297765732,-0.42100871294736864,0.0182,4673,0.9346,0.25905397004763564,0.7629018527694819,0.7206732153819572,0.656875319550606,0.9841643483843355,0.017617565563072812,,,,,,0.007877480089664435,0.025148147344589256,0.0,14.988010878787884,24.373517066937747,4.436697826839828,4.553568367643911,0.3399854235757577,0.5346863070682647,1.2410277056277048,2.052440787502675,0.223909090909091,0.3430204579499253
sweep-fexo-hidden-db-replay_off-b10,0,sweep,fexo,hidden,db,off,10,0.8544708614082822,-2.6246332939625097,-0.29970118403434753,-0.33890398442745207,-0.4149780145287514,0.027,4641,,dumps/_base/fexo/seed0,,,,,0.9976298211592329,4.427940043898772,0.4495361911610445,5.567504795723963,0.8536032944406314,-2.5878554397338145,-0.3261669874191284,-0.34503163695335387,-0.4155164456367493,0.025,4699,0.9398,0.2563524289795713,0.7216846651094889,0.7082672804654403,0.6603185086708959,0.9819110449031709,0.03677785422869517,,,,,,-0.0005384311079978943,-0.0061276525259018055,-0.026465803384780884,17.336867902219353,27.61339154505215,4.483138573152338,4.676180294105133,0.3454792781913382,0.48974487435241554,1.35384421460892,2.0027015535220256,0.202071924154277,0.32068018727388803
sweep-fexo-hidden-db-replay_off-b10,100,sweep,fexo,hidden,db,off,10,0.8524100641490594,-2.4769111352618136,-0.2348952740430832,-0.33950297981500627,-0.4203134839236736,0.0244,4673,,dumps/_base/fexo/seed100,,,,,0.99700406591055,4.144421280014981,0.45454576744118924,5.371460638036908,0.8522867978979594,-2.4578328333831445,-0.2348952740430832,-0.34961013942956926,-0.4265476466715336,0.021,4711,0.9422,0.2628674700150089,0.790653647252928,0.7055940494898986,0.6531786267006653,0.9806835066864784,0.0190783018786691,,,,,,-0.006234162747859984,-0.010107159614562988,0.0,14.531700820158363,24.812706065591186,3.5680180530708334,3.640976002122692,0.35281490813909705,0.5109428891229041,1.193341536486197,1.8685208660581611,0.1916588487053284,0.3066773508809171
sweep-fexo-hidden-db-replay_off-b10,42,sweep,fexo,hidden,db,off,10,0.8526116757267785,-2.563589575041682,-0.27062588930130005,-0.35302517712116244,-0.42888619303703307,0.0232,4620,,dumps/_base/fexo/seed42,,,,,0.9987012987012988,4.306199151562396,0.48763732797459625,5.661215027379242,0.8517467610212882,-2.502496337686193,-0.27062588930130005,-0.34882289469242095,-0.42242869079113005,0.02,4665,0.933,0.2624301397577348,0.7629018527694819,0.705822100980509,0.6558284731682689,0.9796355841371919,0.061093237355489105,,,,,,0.006457502245903024,0.004202282428741488,0.0,14.988010878787884,25.558762826366568,4.436697826839828,4.3999767266881005,0.3399854235757577,0.5206624871018223,1.2410277056277048,1.9066312968917458,0.223909090909091,0.3446291532690246
sweep-fexo-hidden-db-replay_on-b1,0,sweep,fexo,hidden,db,on,1,0.8544708614082822,-2.6246332939625097,-0.29970118403434753,-0.33890398442745207,-0.4149780145287514,0.027,4641,,dumps/_base/fexo/seed0,,,,,0.9976298211592329,4.427940043898772,0.4793250984736801,6.162921131903303,0.8479432037903499,-2.597875254653664,-0.29970118403434753,-0.3344669282436371,-0.41501003921031954,0.0208,4690,0.938,0.25832438800644214,0.7410396220711913,0.7159044830375473,0.6607296942100576,0.9859275053304905,0.02675803930884557,,,,,,-3.2024681568154634e-05,0.004437056183814958,0.0,17.336867902219353,24.927182323667385,4.483138573152338,4.83460579530917,0.3454792781913382,0.5043154934882731,1.35384421460892,1.9378051172707886,0.202071924154277,0.2590417910447762
sweep-fexo-hidden-db-replay_on-b1,100,sweep,fexo,hidden,db,on,1,0.8524100641490594,-2.4769111352618136,-0.2348952740430832,-0.33950297981500627,-0.4203134839236736,0.0244,4673,,dumps/_base/fexo/seed100,,,,,0.99700406591055,4.144421280014981,0.4980306594414401,5.823778578314801,0.8467957194930927,-2.425382387765247,-0.2348952740430832,-0.3347150519490242,-0.4155790807306767,0.016,4711,0.9422,0.26663686856605157,0.790653647252928,0.7161158675443831,0.6604241684144309,0.9870515814052219,0.05152874749656666,,,,,,0.00473440319299695,0.004787927865982089,0.0,14.531700820158363,19.670142165527494,3.5680180530708334,3.6278280658034423,0.35281490813909705,0.47588375450435166,1.193341536486197,1.6580744215665457,0.1916588487053284,0.2506714073445129
sweep-fexo-hidden-db-replay_on-b1,42,sweep,fexo,hidden,db,on,1,0.8526116757267785,-2.563589575041682,-0.27062588930130005,-0.35302517712116244,-0.42888619303703307,0.0232,4620,,dumps/_base/fexo/seed42,,,,,0.9987012987012988,4.306199151562396,0.4767094677982442,6.047051056338546,0.8469411661346531,-2.528659623531949,-0.27062588930130005,-0.33958396315574646,-0.4222840863466263,0.0182,4669,0.9338,0.26255317906884973,0.7629018527694819,0.7124441951312769,0.6559749953521101,0.9873634611265796,0.034929951509733215,,,,,,0.006602106690406784,0.013441213965415977,0.0,14.988010878787884,21.28703149852218,4.436697826839828,4.387133094452776,0.3399854235757577,0.48529306421118035,1.2410277056277048,1.760428228742771,0.223909090909091,0.291417219961448
sweep-fexo-hidden-db-replay_on-b10,0,sweep,fexo,hidden,db,on,10,0.8544708614082822,-2.6246332939625097,-0.29970118403434753,-0.33890398442745207,-0.4149780145287514,0.027,4641,,dumps/_base/fexo/seed0,,,,,0.9976298211592329,4.427940043898772,0.3582981553297344,5.39857486460258,0.8533781709044445,-2.62095412401547,-0.29970118403434753,-0.3405128449201584,-0.40946242213249207,0.0236,4674,0.9348,0.25358972588183576,0.7410396220711913,0.7115156671204124,0.6643467547836645,0.9811724433033804,0.00367916994703954,,,,,,0.005515592396259317,-0.00160886049270631,0.0,17.336867902219353,28.88266476140352,4.483138573152338,4.83898070432178,0.3454792781913382,0.49819107359606357,1.35384421460892,2.203176807873342,0.202071924154277,0.32818459563543023
sweep-fexo-hidden-db-replay_on-b10,100,sweep,fexo,hidden,db,on,10,0.8524100641490594,-2.4769111352618136,-0.2348952740430832,-0.33950297981500627,-0.4203134839236736,0.0244,4673,,dumps/_base/fexo/seed100,,,,,0.99700406591055,4.144421280014981,0.3284411597863084,5.062499282104497,0.8525301865275338,-2.512760651093218,-0.2348952740430832,-0.32132008820772173,-0.41942043855786326,0.0212,4701,0.9402,0.2581840907546965,0.790653647252928,0.7257637817060137,0.6580417384851477,0.9836205062752605,-0.0358495158314045,,,,,,0.0008930453658103632,0.018182891607284535,0.0,14.531700820158363,24.668970621867704,3.5680180530708334,4.087813087002766,0.35281490813909705,0.47121304630121263,1.193341536486197,1.9885616251861298,0.1916588487053284,0.3075955328653481
sweep-fexo-hidden-db-replay_on-b10,42,sweep,fexo,hidden,db,on,10,0.8526116757267785,-2.563589575041682,-0.27062588930130005,-0.35302517712116244,-0.42888619303703307,0.0232,4620,,dumps/_base/fexo/seed42,,,,,0.9987012987012988,4.306199151562396,0.37748759191866554,5.553742253554276,0.8514541761144256,-2.630742413978526,-0.27062588930130005,-0.3406043410301208,-0.4269145631790161,0.0202,4675,0.935,0.25001896577635757,0.7629018527694819,0.7117520160305182,0.6529735537374179,0.9816042780748663,-0.06715283893684365,,,,,,0.0019716298580169656,0.01242083609104161,0.0,14.988010878787884,27.087282221390396,4.436697826839828,5.104772909090911,0.3399854235757577,0.4631908285668451,1.2410277056277048,2.1552288770053467,0.223909090909091,0.35588556149732664
sweep-fexo-tempgain-db-replay_off-b1,0,sweep,fexo,tempgain,db,off,1,0.8544708614082822,-2.6246332939625097,-0.29970118403434753,-0.33890398442745207,-0.4149780145287514,0.027,4641,,dumps/_base/fexo/seed0,,,,,0.9976298211592329,4.427940043898772,0.057772435523972376,4.553177154657476,0.8546091546955555,-2.584129686690506,-0.29970118403434753,-0.3362403452396393,-0.412299624979496,0.0266,4645,0.929,0.25856605547223105,0.7410396220711913,0.7145508622880274,0.6625158503269333,0.9976318622174382,0.04050360727200353,,,,,,0.0026783895492553667,0.0026636391878127608,0.0,17.336867902219353,16.92515525532832,4.483138573152338,4.291190021528525,0.3454792781913382,0.35398777141657706,1.35384421460892,1.3055748116254033,0.202071924154277,0.1973629709364909
sweep-fexo-tempgain-db-replay_off-b1,100,sweep,fexo,tempgain,db,off,1,0.8524100641490594,-2.4769111352618136,-0.2348952740430832,-0.33950297981500627,-0.4203134839236736,0.0244,4673,,dumps/_base/fexo/seed100,,,,,0.99700406591055,4.144421280014981,0.06184943621876471,4.2065864624065625,0.8520136840863513,-2.4236939970078244,-0.2348952740430832,-0.3371370479464531,-0.4182928465306759,0.0238,4690,0.938,0.26587870652283724,0.790653647252928,0.7144132097041138,0.6586290658560453,0.997228144989339,0.053217138253989216,,,,,,0.0020206373929977373,0.0023659318685531616,0.0,14.531700820158363,13.31984456588487,3.5680180530708334,3.1914053518123677,0.35281490813909705,0.35348147956076775,1.193341536486197,1.118325373134328,0.1916588487053284,0.18045927505330497
sweep-fexo-tempgain-db-replay_off-b1,42,sweep,fexo,tempgain,db,off,1,0.8526116757267785,-2.563589575041682,-0.27062588930130005,-0.35302517712116244,-0.42888619303703307,0.0232,4620,,dumps/_base/fexo/seed42,,,,,0.9987012987012988,4.306199151562396,0.060609584612763,4.4435041751433175,0.8523197385571528,-2.5371785406920586,-0.27062588930130005,-0.3489586502313614,-0.42408825308084486,0.0214,4629,0.9258,0.260262277195244,0.7629018527694819,0.7057965241187839,0.6547424254470303,0.9984877943400302,0.026411034349623552,,,,,,0.004797939956188213,0.004066526889801025,0.0,14.988010878787884,14.981257789112128,4.436697826839828,4.247175508749188,0.3399854235757577,0.3508189439192051,1.2410277056277048,1.234698855044286,0.223909090909091,0.23316202203499675
sweep-fexo-tempgain-db-replay_off-b10,0,sweep,fexo,tempgain,db,off,10,0.8544708614082822,-2.6246332939625097,-0.29970118403434753,-0.33890398442745207,-0.4149780145287514,0.027,4641,,dumps/_base/fexo/seed0,,,,,0.9976298211592329,4.427940043898772,0.1295784226263379,4.433760958052332,0.8549123262454865,-2.537163273401009,-0.29970118403434753,-0.3395532578229904,-0.41385421514511106,0.0264,4664,0.9328,0.2625543065118499,0.7410396220711913,0.7122047832256877,0.6614550491653445,0.9976415094339622,0.08747002056150066,,,,,,0.0011237993836403226,-0.0006492733955383301,0.0,17.336867902219353,15.995961692624356,4.483138573152338,4.004810401372214,0.3454792781913382,0.3515115740137223,1.35384421460892,1.2035890222984558,0.202071924154277,0.18455471698113202
sweep-fexo-tempgain-db-replay_off-b10,100,sweep,fexo,tempgain,db,off,10,0.8524100641490594,-2.4769111352618136,-0.2348952740430832,-0.33950297981500627,-0.4203134839236736,0.0244,4673,,dumps/_base/fexo/seed100,,,,,0.99700406591055,4.144421280014981,0.11742579119155039,4.115341831708307,0.8530554342056434,-2.4046446143431424,-0.2348952740430832,-0.33762823790311813,-0.4183526347577572,0.0222,4693,0.9386,0.26680423751246135,0.790653647252928,0.7139625981046803,0.6585761546780377,0.9976560835286598,0.07226652091867125,,,,,,0.001960849165916434,0.0018747419118881337,0.0,14.531700820158363,12.78000876893246,3.5680180530708334,3.093330588962285,0.35281490813909705,0.34696579568506297,1.193341536486197,1.0347019390581713,0.1916588487053284,0.1672605582782868
sweep-fexo-tempgain-db-replay_off-b10,42,sweep,fexo,tempgain,db,off,10,0.8526116757267785,-2.563589575041682,-0.27062588930130005,-0.35302517712116244,-0.42888619303703307,0.0232,4620,,dumps/_base/fexo/seed42,,,,,0.9987012987012988,4.306199151562396,0.12038937149557682,4.307617131190042,0.852978388166404,-2.467292775982738,-0.27062588930130005,-0.35228478014469145,-0.42299387127161026,0.0228,4633,0.9266,0.2668750677432599,0.7629018527694819,0.7034821499963304,0.655438488792134,0.9989207856680337,0.09629679905894406,,,,,,0.005892321765422814,0.0007403969764709917,0.0,14.988010878787884,14.36622444424779,4.436697826839828,3.77336515648608,0.3399854235757577,0.3597351383021802,1.2410277056277048,1.150068422188646,0.223909090909091,0.2132726527088279
sweep-fexo-tempgain-db-replay_on-b1,0,sweep,fexo,tempgain,db,on,1,0.8544708614082822,-2.6246332939625097,-0.29970118403434753,-0.33890398442745207,-0.4149780145287514,0.027,4641,,dumps/_base/fexo/seed0,,,,,0.9976298211592329,4.427940043898772,0.056645329183027116,4.501674550473808,0.8552043734150415,-2.5735680855571332,-0.29970118403434753,-0.3396830469369888,-0.41838425874710083,0.0264,4670,0.934,0.26003231498949286,0.7410396220711913,0.7121309246922289,0.6584987664329158,0.997644539614561,0.05106520840537643,,,,,,-0.0034062442183494523,-0.0007790625095367432,0.0,17.336867902219353,17.40372554817988,4.483138573152338,4.162343284796576,0.3454792781913382,0.36608057928479676,1.35384421460892,1.3411498929336183,0.202071924154277,0.20227194860813716
sweep-fexo-tempgain-db-replay_on-b1,100,sweep,fexo,tempgain,db,on,1,0.8524100641490594,-2.4769111352618136,-0.2348952740430832,-0.33950297981500627,-0.4203134839236736,0.0244,4673,,dumps/_base/fexo/seed100,,,,,0.99700406591055,4.144421280014981,0.053702558961731484,4.272142624558057,0.851993234624361,-2.4405308740861944,-0.2348952740430832,-0.33950297981500627,-0.41761688932776453,0.024,4688,0.9376,0.2630204907779776,0.790653647252928,0.7127547072534384,0.6590431755923203,0.9970136518771331,0.03638026117561921,,,,,,0.0026965945959090964,0.0,0.0,14.531700820158363,14.518207067235496,3.5680180530708334,3.3342050989761085,0.35281490813909705,0.36334075865529025,1.193341536486197,1.20025290102389,0.1916588487053284,0.19253856655290114
sweep-fexo-tempgain-db-replay_on-b1,42,sweep,fexo,tempgain,db,on,1,0.8526116757267785,-2.563589575041682,-0.27062588930130005,-0.35302517712116244,-0.42888619303703307,0.0232,4620,,dumps/_base/fexo/seed42,,,,,0.9987012987012988,4.306199151562396,0.04865559028266375,4.365411196948514,0.8528900241210507,-2.55291544059818,-0.27062588930130005,-0.3505105346441269,-0.42835222244262694,0.022,4634,0.9268,0.25845744388245356,0.7629018527694819,0.704729900127969,0.6519830970504061,0.9980578334052654,0.01067413444350196,,,,,,0.0005339705944061302,0.0025146424770355336,0.0,14.988010878787884,15.751969513422543,4.436697826839828,4.291562749244719,0.3399854235757577,0.35137472409926646,1.2410277056277048,1.297428830384117,0.223909090909091,0.2402291756581787
sweep-fexo-tempgain-db-replay_on-b10,0,sweep,fexo,tempgain,db,on,10,0.8544708614082822,-2.6246332939625097,-0.29970118403434753,-0.33890398442745207,-0.4149780145287514,0.027,4641,,dumps/_base/fexo/seed0,,,,,0.9976298211592329,4.427940043898772,0.0890500847256277,4.557347376335002,0.8544785393365835,-2.596748298282318,-0.29970118403434753,-0.33903543949127196,-0.41728592485189436,0.0274,4652,0.9304,0.2597033938489068,0.7410396220711913,0.7125798007568978,0.659213308900427,0.9978503869303526,0.02788499568019187,,,,,,-0.002307910323142981,-0.00013145506381989636,0.0,17.336867902219353,19.221246388478082,4.483138573152338,4.279892479793637,0.3454792781913382,0.37935115950644904,1.35384421460892,1.4576060189165942,0.202071924154277,0.21558813413585565
sweep-fexo-tempgain-db-replay_on-b10,100,sweep,fexo,tempgain,db,on,10,0.8524100641490594,-2.4769111352618136,-0.2348952740430832,-0.33950297981500627,-0.4203134839236736,0.0244,4673,,dumps/_base/fexo/seed100,,,,,0.99700406591055,4.144421280014981,0.09070320612842409,4.259445039803637,0.8529787959752146,-2.4516553154002616,-0.2348952740430832,-0.3408819571137428,-0.42168140068650245,0.024,4696,0.9392,0.26328477772192305,0.790653647252928,0.7118047064150188,0.6563864207668729,0.997870528109029,0.02525581986155201,,,,,,-0.0013679167628288247,-0.001378977298736539,0.0,14.531700820158363,15.297620436456564,3.5680180530708334,3.499720650766607,0.35281490813909705,0.371557735512777,1.193341536486197,1.2404930153321965,0.1916588487053284,0.19709403747870533
